firstname,obs,pcthispanic,pctwhite,pctblack,pctapi,pctaian,pct2prace,count_web,gender,prob
Babette,34,0.0,94.118,0.0,5.882,0.0,0.0,6156,female,0.99
Bahman,31,0.0,83.871,3.226,9.677,0.0,3.226,733,male,0.98
Bahram,36,0.0,91.667,0.0,8.333,0.0,0.0,965,male,0.99
Bailey,45,0.0,97.778,0.0,2.222,0.0,0.0,1833,female,0.73
Balaji,47,2.128,12.766,2.128,80.851,2.128,0.0,29127,male,1.0
Baldev,33,0.0,30.303,0.0,63.636,6.061,0.0,113,male,0.96
Baltazar,53,86.792,3.774,1.887,7.547,0.0,0.0,4592,male,1.0
Balwinder,33,0.0,24.242,0.0,75.758,0.0,0.0,129,male,0.92
Bambi,46,0.0,95.652,2.174,2.174,0.0,0.0,4926,female,0.91
Bao,111,0.0,1.802,0.0,96.396,0.901,0.901,1244,male,0.73
Barbara,12854,1.626,93.068,4.551,0.583,0.093,0.078,585981,female,1.0
Barbra,66,3.03,92.424,4.545,0.0,0.0,0.0,5449,female,1.0
Barney,65,4.615,76.923,9.231,9.231,0.0,0.0,8273,male,1.0
Barrett,91,0.0,96.703,2.198,1.099,0.0,0.0,745,male,0.96
Barrie,41,0.0,100.0,0.0,0.0,0.0,0.0,931,male,0.89
Barron,31,0.0,70.968,25.806,0.0,3.226,0.0,1694,male,1.0
Barry,2515,0.596,95.149,2.903,1.034,0.119,0.199,153258,male,1.0
Bart,279,0.717,96.774,0.717,1.792,0.0,0.0,74370,male,1.0
Bartholomew,47,2.128,78.723,14.894,2.128,0.0,2.128,1577,male,1.0
Bartley,32,0.0,100.0,0.0,0.0,0.0,0.0,448,male,1.0
Barton,152,1.316,98.026,0.0,0.658,0.0,0.0,2821,male,1.0
Basil,76,1.316,90.789,7.895,0.0,0.0,0.0,16414,male,1.0
Bassam,53,0.0,88.679,0.0,9.434,1.887,0.0,15239,male,1.0
Baxter,15,0.0,100.0,0.0,0.0,0.0,0.0,1640,male,0.99
Beata,81,0.0,96.296,0.0,3.704,0.0,0.0,75160,female,0.99
Beate,31,0.0,96.774,0.0,3.226,0.0,0.0,19023,female,0.99
Beatrice,368,14.13,61.957,19.293,3.804,0.815,0.0,89376,female,1.0
Beatriz,267,79.026,16.479,0.749,3.745,0.0,0.0,203685,female,1.0
Beau,150,0.0,98.0,0.0,1.333,0.0,0.667,16736,male,0.97
Beckie,21,0.0,100.0,0.0,0.0,0.0,0.0,4102,female,1.0
Becky,769,2.081,93.498,0.78,3.511,0.0,0.13,125975,female,1.0
Belen,48,56.25,18.75,2.083,22.917,0.0,0.0,40746,female,1.0
Belinda,542,10.148,70.295,14.207,4.613,0.0,0.738,72407,female,1.0
Bella,63,3.175,74.603,1.587,19.048,0.0,1.587,75926,female,0.99
Ben,634,3.312,77.129,3.628,15.615,0.0,0.315,416039,male,0.99
Benedetto,24,0.0,100.0,0.0,0.0,0.0,0.0,5436,male,1.0
Benedict,96,4.167,64.583,6.25,23.958,0.0,1.042,14213,male,1.0
Benigno,30,80.0,3.333,0.0,16.667,0.0,0.0,3785,male,1.0
Benita,95,18.947,49.474,23.158,8.421,0.0,0.0,11485,female,1.0
Benito,136,80.147,8.824,0.735,10.294,0.0,0.0,21230,male,0.99
Benjamin,4232,6.876,85.184,2.906,4.679,0.165,0.189,336427,male,1.0
Bennett,115,0.0,91.304,4.348,4.348,0.0,0.0,901,male,0.94
Bennie,148,4.73,61.486,32.432,0.676,0.0,0.676,1569,male,0.93
Benny,211,9.005,61.611,5.687,21.327,1.422,0.948,55870,male,0.98
Benson,47,0.0,40.426,6.383,53.191,0.0,0.0,16559,male,1.0
Benton,39,2.564,89.744,0.0,5.128,2.564,0.0,2019,male,1.0
Bernabe,31,70.968,3.226,0.0,25.806,0.0,0.0,3450,male,1.0
Bernadette,672,8.482,75.0,8.929,6.845,0.298,0.446,64980,female,1.0
Bernadine,100,4.0,75.0,17.0,4.0,0.0,0.0,4149,female,1.0
Bernard,1244,1.768,84.486,10.209,3.376,0.0,0.161,167968,male,0.99
Bernardino,35,74.286,14.286,0.0,11.429,0.0,0.0,5266,male,1.0
Bernardo,133,72.18,9.023,2.256,16.541,0.0,0.0,55445,male,1.0
Bernhard,54,0.0,98.148,0.0,1.852,0.0,0.0,29764,male,1.0
Bernice,319,5.956,65.204,26.332,2.508,0.0,0.0,22329,female,1.0
Bernie,78,11.538,70.513,5.128,12.821,0.0,0.0,4540,male,0.81
Bert,198,1.01,89.899,1.01,8.081,0.0,0.0,57920,male,1.0
Berta,60,56.667,38.333,3.333,1.667,0.0,0.0,18623,female,0.99
Bertha,439,61.503,25.285,12.073,0.911,0.228,0.0,26847,female,1.0
Bertram,45,0.0,60.0,31.111,8.889,0.0,0.0,3252,male,1.0
Bertrand,41,2.439,68.293,19.512,7.317,0.0,2.439,45763,male,0.99
Beryl,66,0.0,86.364,9.091,3.03,1.515,0.0,984,female,0.93
Bessie,122,4.098,49.18,40.984,5.738,0.0,0.0,5690,female,1.0
Beth,2511,0.518,98.566,0.358,0.438,0.0,0.119,173109,female,1.0
Bethann,41,0.0,100.0,0.0,0.0,0.0,0.0,1165,female,1.0
Bethanne,27,0.0,100.0,0.0,0.0,0.0,0.0,665,female,1.0
Bethany,599,0.668,96.995,1.169,0.668,0.167,0.334,47864,female,1.0
Betsy,503,3.976,91.451,1.59,2.783,0.199,0.0,45164,female,1.0
Bette,162,1.235,96.914,1.235,0.617,0.0,0.0,6517,female,1.0
Bettie,88,1.136,64.773,31.818,1.136,1.136,0.0,4163,female,1.0
Bettina,90,6.667,80.0,8.889,3.333,1.111,0.0,43135,female,0.99
Betty,2875,2.957,82.296,10.47,3.965,0.139,0.174,178237,female,1.0
Bettye,78,0.0,57.692,41.026,0.0,1.282,0.0,2621,female,1.0
Beulah,35,0.0,65.714,31.429,2.857,0.0,0.0,3099,female,1.0
Beverley,104,0.962,87.5,9.615,0.962,0.0,0.962,2369,female,0.96
Beverly,2997,1.535,87.855,9.142,1.134,0.133,0.2,84809,female,1.0
Bharat,79,0.0,21.519,0.0,77.215,1.266,0.0,50603,male,1.0
Bhavna,37,2.703,21.622,0.0,75.676,0.0,0.0,9264,female,1.0
Bhupinder,31,0.0,22.581,6.452,64.516,6.452,0.0,351,male,0.98
Bianca,113,34.513,58.407,6.195,0.885,0.0,0.0,161448,female,1.0
Bibi,54,5.556,33.333,3.704,53.704,1.852,1.852,22135,female,0.78
Bijan,37,0.0,86.486,0.0,13.514,0.0,0.0,672,male,0.99
Bill,590,2.712,83.898,2.712,10.339,0.169,0.169,434882,male,1.0
Billie,456,2.193,89.912,5.921,1.096,0.219,0.658,1898,female,0.79
Billy,1274,2.983,84.301,7.849,4.003,0.392,0.471,119235,male,0.99
Bin,95,0.0,3.158,0.0,96.842,0.0,0.0,14298,male,0.98
Bina,32,3.125,25.0,0.0,62.5,9.375,0.0,7372,female,0.98
Bing,97,2.062,6.186,0.0,91.753,0.0,0.0,9535,male,0.96
Binh,142,1.408,4.225,0.0,94.366,0.0,0.0,727,male,0.89
Bipin,32,0.0,34.375,3.125,56.25,6.25,0.0,634,male,0.99
Birgit,42,0.0,97.619,0.0,2.381,0.0,0.0,44382,female,0.99
Birgitta,23,0.0,100.0,0.0,0.0,0.0,0.0,13234,female,1.0
Bjorn,41,0.0,100.0,0.0,0.0,0.0,0.0,15228,male,1.0
Blaine,203,0.0,97.537,1.478,0.493,0.493,0.0,1529,male,0.97
Blair,271,0.369,97.048,2.214,0.369,0.0,0.0,2844,male,0.73
Blaise,34,0.0,88.235,8.824,2.941,0.0,0.0,3684,male,0.96
Blake,567,0.705,97.002,1.058,1.235,0.0,0.0,8339,male,0.98
Blanca,489,91.207,7.975,0.204,0.613,0.0,0.0,89010,female,1.0
Blanche,91,1.099,80.22,13.187,2.198,2.198,1.099,8960,female,0.99
Blas,32,93.75,6.25,0.0,0.0,0.0,0.0,8537,male,0.99
Blythe,37,2.703,94.595,0.0,2.703,0.0,0.0,240,female,0.87
Bo,134,0.0,24.627,0.0,73.881,0.746,0.746,9250,male,0.83
Bob,256,1.172,85.547,2.734,10.156,0.391,0.0,472543,male,1.0
Bobbi,179,1.676,97.207,0.0,0.559,0.0,0.559,18195,female,0.99
Bobbie,407,1.72,80.835,15.725,0.491,0.737,0.491,1985,female,0.85
Bobby,1129,2.923,78.122,13.729,4.252,0.354,0.62,114006,male,1.0
Bogdan,79,0.0,98.734,0.0,1.266,0.0,0.0,55940,male,0.99
Boguslaw,22,0.0,100.0,0.0,0.0,0.0,0.0,585,male,0.99
Bohdan,28,0.0,100.0,0.0,0.0,0.0,0.0,4737,male,1.0
Bong,35,0.0,5.714,0.0,94.286,0.0,0.0,6067,male,0.98
Bonifacio,53,69.811,3.774,0.0,24.528,0.0,1.887,3157,male,1.0
Bonita,309,1.294,86.084,11.65,0.971,0.0,0.0,11653,female,1.0
Bonni,18,0.0,100.0,0.0,0.0,0.0,0.0,1248,female,0.95
Bonnie,2864,0.803,96.683,1.047,1.327,0.07,0.07,110967,female,1.0
Bonny,63,0.0,95.238,1.587,3.175,0.0,0.0,1629,female,0.59
Boris,280,4.643,91.429,2.857,1.071,0.0,0.0,82586,male,1.0
Boyd,190,0.526,96.316,1.579,1.053,0.0,0.526,7833,male,1.0
Bozena,69,0.0,100.0,0.0,0.0,0.0,0.0,7601,female,0.99
Brad,1434,0.349,97.908,0.976,0.349,0.418,0.0,177114,male,1.0
Bradd,16,0.0,100.0,0.0,0.0,0.0,0.0,667,male,1.0
Braden,66,0.0,98.485,0.0,0.0,1.515,0.0,7266,male,1.0
Bradford,570,0.526,96.14,1.754,1.579,0.0,0.0,6575,male,1.0
Bradley,3619,0.221,98.867,0.193,0.525,0.138,0.055,75411,male,1.0
Bradly,71,1.408,98.592,0.0,0.0,0.0,0.0,1490,male,1.0
Brady,202,1.485,93.069,3.96,1.485,0.0,0.0,18603,male,1.0
Branden,50,2.0,96.0,0.0,0.0,0.0,2.0,8024,male,1.0
Brandi,537,2.607,90.875,5.773,0.372,0.0,0.372,44786,female,1.0
Brandie,75,0.0,94.667,4.0,1.333,0.0,0.0,7219,female,1.0
Brandon,2681,1.678,91.981,3.767,2.126,0.298,0.149,260131,male,1.0
Brandt,56,0.0,98.214,1.786,0.0,0.0,0.0,2757,male,0.99
Brandy,517,3.482,90.716,3.482,0.967,0.387,0.967,46890,female,0.99
Branko,20,0.0,100.0,0.0,0.0,0.0,0.0,11620,male,1.0
Brannon,25,0.0,100.0,0.0,0.0,0.0,0.0,239,male,0.98
Brant,96,0.0,97.917,2.083,0.0,0.0,0.0,4935,male,1.0
Breanna,49,2.041,93.878,4.082,0.0,0.0,0.0,19527,female,1.0
Breanne,52,1.923,90.385,1.923,1.923,3.846,0.0,5018,female,1.0
Bree,42,0.0,95.238,4.762,0.0,0.0,0.0,9448,female,1.0
Brenda,5117,4.886,84.464,9.126,1.114,0.195,0.215,318748,female,1.0
Brendan,524,0.763,97.901,0.191,0.954,0.191,0.0,66017,male,1.0
Brendon,64,1.563,92.188,4.688,0.0,0.0,1.563,14896,male,1.0
Brenna,81,1.235,98.765,0.0,0.0,0.0,0.0,10508,female,1.0
Brennan,61,1.639,95.082,1.639,1.639,0.0,0.0,1036,male,0.96
Brent,2108,0.806,97.249,0.996,0.712,0.19,0.047,92459,male,1.0
Brenton,61,0.0,95.082,4.918,0.0,0.0,0.0,6659,male,1.0
Bret,417,0.24,98.321,1.199,0.0,0.24,0.0,16298,male,1.0
Brett,1951,0.359,98.36,0.871,0.256,0.103,0.051,110020,male,1.0
Brian,18306,0.716,96.182,1.338,1.59,0.098,0.076,738053,male,1.0
Briana,102,6.863,91.176,0.98,0.98,0.0,0.0,26699,female,1.0
Brianna,104,2.885,95.192,0.962,0.962,0.0,0.0,55819,female,1.0
Brianne,93,1.075,98.925,0.0,0.0,0.0,0.0,9998,female,1.0
Brice,84,0.0,97.619,0.0,2.381,0.0,0.0,29259,male,0.99
Bridget,779,1.412,92.94,5.006,0.642,0.0,0.0,58346,female,1.0
Bridgett,64,1.563,82.813,15.625,0.0,0.0,0.0,5094,female,1.0
Bridgette,130,2.308,72.308,23.846,0.769,0.769,0.0,13751,female,1.0
Bridgit,17,0.0,100.0,0.0,0.0,0.0,0.0,959,female,1.0
Brien,40,2.5,92.5,2.5,2.5,0.0,0.0,2190,male,0.99
Brienne,15,0.0,100.0,0.0,0.0,0.0,0.0,56,female,0.98
Brigette,37,5.405,86.486,8.108,0.0,0.0,0.0,3952,female,1.0
Brigid,77,1.299,97.403,0.0,0.0,0.0,1.299,5142,female,1.0
Brigida,32,40.625,25.0,3.125,28.125,0.0,3.125,4467,female,1.0
Brigitte,176,1.705,90.341,3.977,3.977,0.0,0.0,111187,female,1.0
Brijesh,15,0.0,0.0,0.0,100.0,0.0,0.0,16859,male,1.0
Brion,34,2.941,91.176,2.941,2.941,0.0,0.0,216,male,0.94
Brita,15,0.0,100.0,0.0,0.0,0.0,0.0,2702,female,0.99
Britney,53,1.887,92.453,5.66,0.0,0.0,0.0,14648,female,1.0
Britt,99,1.01,96.97,2.02,0.0,0.0,0.0,3193,female,0.86
Britta,55,0.0,100.0,0.0,0.0,0.0,0.0,18045,female,0.99
Brittany,569,0.703,95.079,3.339,0.879,0.0,0.0,153946,female,1.0
Brittney,144,1.389,93.056,3.472,0.694,1.389,0.0,33276,female,1.0
Britton,57,0.0,98.246,1.754,0.0,0.0,0.0,254,male,0.87
Brock,164,0.61,97.561,1.22,0.0,0.0,0.61,14249,male,1.0
Brodie,17,0.0,100.0,0.0,0.0,0.0,0.0,375,male,0.87
Brody,22,0.0,100.0,0.0,0.0,0.0,0.0,4680,male,0.99
Bronwyn,33,0.0,100.0,0.0,0.0,0.0,0.0,10600,female,1.0
Brook,118,0.0,97.458,2.542,0.0,0.0,0.0,1101,female,0.57
Brooke,744,0.672,97.312,1.344,0.403,0.134,0.134,78743,female,1.0
Brooks,151,0.0,99.338,0.0,0.662,0.0,0.0,1248,male,0.93
Bruce,5348,0.617,95.568,2.113,1.384,0.206,0.112,199502,male,1.0
Bruno,148,18.919,80.405,0.676,0.0,0.0,0.0,412439,male,1.0
Bryan,3686,1.356,93.625,2.116,2.821,0.027,0.054,230373,male,1.0
Bryant,187,4.278,73.262,15.508,6.952,0.0,0.0,17081,male,1.0
Bryce,236,0.847,95.763,0.847,2.542,0.0,0.0,3481,male,0.99
Bryn,36,5.556,91.667,0.0,2.778,0.0,0.0,699,male,0.65
Brynn,30,0.0,100.0,0.0,0.0,0.0,0.0,3439,female,1.0
Bryon,160,0.0,93.125,5.625,0.625,0.0,0.625,5678,male,1.0
Bryson,34,0.0,94.118,0.0,5.882,0.0,0.0,4520,male,1.0
Buck,18,0.0,100.0,0.0,0.0,0.0,0.0,6520,male,1.0
Bud,32,3.125,93.75,0.0,3.125,0.0,0.0,15564,male,0.99
Buddy,65,1.538,89.231,1.538,6.154,1.538,0.0,14630,male,0.99
Buffy,23,0.0,100.0,0.0,0.0,0.0,0.0,2966,female,0.98
Buford,31,0.0,87.097,12.903,0.0,0.0,0.0,731,male,1.0
Burke,31,0.0,93.548,0.0,3.226,3.226,0.0,2389,male,0.99
Burt,70,1.429,88.571,8.571,1.429,0.0,0.0,5721,male,1.0
Burton,150,2.0,90.667,4.0,2.667,0.667,0.0,4143,male,0.99
Byron,589,6.961,77.419,11.375,4.075,0.17,0.0,45327,male,1.0
Byung,89,1.124,4.494,0.0,94.382,0.0,0.0,950,male,0.99
Cade,19,0.0,100.0,0.0,0.0,0.0,0.0,3921,male,0.99
Caesar,32,40.625,46.875,3.125,9.375,0.0,0.0,4831,male,1.0
Caitlin,200,0.0,97.5,0.5,2.0,0.0,0.0,65440,female,1.0
Cale,22,0.0,100.0,0.0,0.0,0.0,0.0,2754,male,0.98
Caleb,235,2.128,96.17,0.426,0.851,0.426,0.0,53411,male,1.0
Callie,85,0.0,84.706,12.941,2.353,0.0,0.0,12477,female,1.0
Calvin,749,0.668,58.611,25.768,14.686,0.134,0.134,58642,male,1.0
Cam,47,0.0,25.532,0.0,74.468,0.0,0.0,3281,male,0.6
Camelia,33,12.121,69.697,12.121,6.061,0.0,0.0,16259,female,0.99
Cameron,553,0.542,94.937,2.532,1.627,0.362,0.0,9866,male,0.95
Cami,61,0.0,100.0,0.0,0.0,0.0,0.0,8821,female,0.96
Camie,15,0.0,100.0,0.0,0.0,0.0,0.0,1165,female,0.99
Camilla,80,0.0,92.5,7.5,0.0,0.0,0.0,75847,female,1.0
Camille,385,3.117,87.532,6.753,2.338,0.0,0.26,148071,female,0.97
Camilo,37,59.459,21.622,0.0,18.919,0.0,0.0,54834,male,1.0
Can,33,0.0,21.212,0.0,78.788,0.0,0.0,74446,male,0.97
Candace,802,0.748,90.773,7.107,1.122,0.249,0.0,39428,female,1.0
Candelario,42,90.476,9.524,0.0,0.0,0.0,0.0,1239,male,1.0
Candi,37,2.703,94.595,0.0,0.0,2.703,0.0,7539,female,0.97
Candice,537,2.607,86.778,6.145,3.724,0.186,0.559,55346,female,1.0
Candida,38,60.526,28.947,5.263,5.263,0.0,0.0,7108,female,1.0
Candido,34,70.588,11.765,0.0,17.647,0.0,0.0,6250,male,1.0
Candis,46,2.174,86.957,8.696,2.174,0.0,0.0,2429,female,1.0
Candy,207,5.314,86.473,2.899,4.831,0.483,0.0,49603,female,0.99
Candyce,31,6.452,90.323,3.226,0.0,0.0,0.0,1471,female,1.0
Cara,473,0.634,95.56,2.326,0.846,0.0,0.634,39608,female,0.99
Caren,137,0.0,95.62,3.65,0.73,0.0,0.0,13570,female,1.0
Carey,356,0.281,96.348,1.685,1.685,0.0,0.0,1494,male,0.57
Cari,195,2.051,97.436,0.0,0.513,0.0,0.0,11725,female,0.99
Caridad,30,56.667,23.333,0.0,20.0,0.0,0.0,4539,female,1.0
Carie,62,0.0,98.387,0.0,1.613,0.0,0.0,2814,female,1.0
Carin,89,1.124,94.382,3.371,1.124,0.0,0.0,11022,female,0.99
Carina,64,32.813,59.375,1.563,6.25,0.0,0.0,87911,female,0.99
Carissa,121,2.479,88.43,3.306,5.785,0.0,0.0,13661,female,1.0
Carl,3475,0.978,90.331,6.935,1.41,0.115,0.23,179940,male,1.0
Carla,1643,4.991,86.366,7.912,0.426,0.061,0.243,353577,female,1.0
Carlee,25,0.0,100.0,0.0,0.0,0.0,0.0,222,female,0.97
Carleen,75,0.0,93.333,4.0,2.667,0.0,0.0,3344,female,1.0
Carlene,137,0.73,86.861,8.029,0.73,3.65,0.0,7315,female,1.0
Carleton,33,0.0,90.909,6.061,0.0,3.03,0.0,923,male,1.0
Carley,26,0.0,100.0,0.0,0.0,0.0,0.0,6454,female,1.0
Carlie,32,0.0,100.0,0.0,0.0,0.0,0.0,488,female,0.92
Carlin,31,0.0,87.097,6.452,6.452,0.0,0.0,345,male,0.73
Carlo,156,10.256,76.923,2.564,10.256,0.0,0.0,145357,male,1.0
Carlos,2891,82.705,13.352,1.73,2.041,0.069,0.104,1388498,male,1.0
Carlotta,56,1.786,62.5,30.357,1.786,1.786,1.786,16284,female,1.0
Carlton,281,1.068,69.039,28.826,1.068,0.0,0.0,12084,male,1.0
Carly,158,1.266,98.101,0.0,0.633,0.0,0.0,42587,female,0.99
Carlyn,26,0.0,100.0,0.0,0.0,0.0,0.0,2186,female,0.99
Carma,28,0.0,100.0,0.0,0.0,0.0,0.0,1445,female,0.97
Carmel,75,1.333,80.0,12.0,6.667,0.0,0.0,1399,female,0.74
Carmela,170,15.882,77.647,1.176,4.706,0.0,0.588,34932,female,1.0
Carmelita,76,13.158,27.632,9.211,48.684,0.0,1.316,6336,female,1.0
Carmella,77,6.494,87.013,5.195,1.299,0.0,0.0,3498,female,1.0
Carmelo,91,34.066,50.549,2.198,12.088,1.099,0.0,40834,male,1.0
Carmen,1674,51.016,41.099,5.018,2.688,0.06,0.119,112109,female,0.98
Carmine,118,1.695,98.305,0.0,0.0,0.0,0.0,18011,male,0.98
Carol,9060,1.446,94.481,2.561,1.258,0.121,0.132,393650,female,1.0
Carola,31,12.903,77.419,3.226,6.452,0.0,0.0,31436,female,1.0
Carolann,44,4.545,90.909,4.545,0.0,0.0,0.0,2681,female,1.0
Carole,1281,0.546,95.16,2.576,1.405,0.0,0.312,129142,female,0.99
Carolee,53,1.887,98.113,0.0,0.0,0.0,0.0,1550,female,1.0
Carolina,242,64.876,23.967,1.24,9.917,0.0,0.0,316711,female,1.0
Caroline,1255,2.948,89.482,2.869,4.303,0.159,0.239,386018,female,1.0
Carolyn,4692,1.364,89.429,7.928,1.066,0.043,0.171,159246,female,1.0
Carolynn,54,3.704,92.593,3.704,0.0,0.0,0.0,2804,female,1.0
Caron,66,3.03,95.455,1.515,0.0,0.0,0.0,833,female,0.71
Carri,60,0.0,98.333,0.0,0.0,0.0,1.667,2348,female,0.97
Carrie,2385,1.048,95.22,2.264,1.216,0.126,0.126,107725,female,1.0
Carrol,37,0.0,83.784,16.216,0.0,0.0,0.0,149,female,0.73
Carroll,191,0.524,93.717,4.188,1.047,0.524,0.0,408,male,0.73
Carson,82,1.22,92.683,2.439,3.659,0.0,0.0,1318,male,0.92
Carter,140,0.0,93.571,5.714,0.714,0.0,0.0,2425,male,0.93
Cary,423,1.418,90.78,2.128,4.965,0.0,0.709,2453,male,0.72
Caryl,77,1.299,90.909,3.896,2.597,1.299,0.0,417,female,0.82
Caryn,274,1.095,96.715,0.73,1.095,0.0,0.365,9221,female,1.0
Casandra,44,9.091,68.182,22.727,0.0,0.0,0.0,8807,female,1.0
Casey,1153,0.607,95.317,1.561,2.342,0.087,0.087,10021,male,0.73
Casimir,31,3.226,93.548,3.226,0.0,0.0,0.0,2386,male,0.98
Cassandra,655,2.748,75.725,20.0,1.527,0.0,0.0,85063,female,1.0
Cassidy,50,2.0,92.0,2.0,4.0,0.0,0.0,1229,female,0.74
Cassie,174,0.575,95.977,1.724,1.149,0.575,0.0,39130,female,1.0
Catalina,140,65.0,19.286,0.0,14.286,0.714,0.714,63117,female,1.0
Caterina,40,5.0,95.0,0.0,0.0,0.0,0.0,39122,female,1.0
Catharine,93,2.151,95.699,1.075,1.075,0.0,0.0,3936,female,1.0
Catherine,5852,1.555,93.319,2.341,2.563,0.154,0.068,384414,female,1.0
Cathi,50,0.0,100.0,0.0,0.0,0.0,0.0,4024,female,1.0
Cathie,93,0.0,95.699,3.226,1.075,0.0,0.0,10461,female,1.0
Cathleen,512,1.563,97.852,0.0,0.391,0.0,0.195,10300,female,1.0
Cathryn,177,0.565,97.175,1.13,0.0,0.0,1.13,6565,female,1.0
Cathy,1856,2.047,91.756,3.071,2.909,0.054,0.162,215700,female,1.0
Catrina,52,3.846,73.077,19.231,3.846,0.0,0.0,7169,female,0.99
Cecelia,224,5.357,82.143,10.268,2.232,0.0,0.0,9091,female,1.0
Cecil,326,1.534,79.141,17.485,1.534,0.0,0.307,2064,male,0.74
Cecile,97,1.031,80.412,7.216,11.34,0.0,0.0,40185,female,0.99
Cecilia,704,37.358,48.011,2.273,12.074,0.142,0.142,185799,female,1.0
Cecilio,35,77.143,17.143,0.0,5.714,0.0,0.0,4975,male,1.0
Cecily,39,0.0,89.744,2.564,7.692,0.0,0.0,4443,female,1.0
Cedric,132,0.0,27.273,62.121,9.091,0.0,1.515,88159,male,1.0
Celeste,387,5.943,83.463,5.943,4.393,0.258,0.0,51475,female,0.99
Celestino,30,60.0,16.667,3.333,20.0,0.0,0.0,6467,male,0.99
Celia,353,40.793,51.275,2.833,4.816,0.0,0.283,82045,female,1.0
Celina,75,57.333,36.0,2.667,4.0,0.0,0.0,27657,female,1.0
Celine,49,6.122,81.633,4.082,8.163,0.0,0.0,109038,female,0.99
Celso,61,78.689,9.836,0.0,11.475,0.0,0.0,39859,male,1.0
Cesar,681,83.847,7.048,0.147,8.957,0.0,0.0,229602,male,1.0
Cezary,19,0.0,100.0,0.0,0.0,0.0,0.0,3647,male,1.0
Chad,3153,0.444,97.716,0.793,0.825,0.19,0.032,131713,male,1.0
Chadwick,120,0.833,98.333,0.0,0.833,0.0,0.0,2953,male,1.0
Chan,67,0.0,10.448,0.0,89.552,0.0,0.0,5677,male,0.7
Chance,73,4.11,90.411,4.11,0.0,1.37,0.0,1711,male,0.78
Chanda,58,0.0,63.793,22.414,13.793,0.0,0.0,7302,female,0.99
Chandler,45,2.222,88.889,6.667,2.222,0.0,0.0,1122,male,0.82
Chandra,194,1.031,57.216,12.371,28.866,0.515,0.0,60640,female,0.97
Chang,159,0.629,1.887,0.0,96.855,0.0,0.629,3415,male,0.85
Chanh,24,0.0,0.0,0.0,100.0,0.0,0.0,848,male,0.99
Channing,16,0.0,100.0,0.0,0.0,0.0,0.0,232,male,0.75
Chantal,72,2.778,69.444,18.056,9.722,0.0,0.0,116309,female,0.99
Chantel,47,6.383,80.851,12.766,0.0,0.0,0.0,13576,female,1.0
Chantelle,46,2.174,78.261,13.043,6.522,0.0,0.0,17265,female,1.0
Chao,75,0.0,2.667,0.0,97.333,0.0,0.0,1245,male,0.86
Charissa,36,5.556,86.111,2.778,5.556,0.0,0.0,5109,female,1.0
Charisse,50,8.0,70.0,18.0,4.0,0.0,0.0,5733,female,1.0
Charity,163,1.84,88.344,7.362,1.84,0.613,0.0,23414,female,1.0
Charla,73,0.0,89.041,5.479,2.74,2.74,0.0,3733,female,1.0
Charleen,69,0.0,89.855,2.899,5.797,1.449,0.0,3753,female,1.0
Charlene,1066,1.595,86.21,9.568,2.064,0.188,0.375,75603,female,1.0
Charles,16262,1.23,91.379,5.547,1.494,0.16,0.191,487939,male,1.0
Charley,44,4.545,68.182,15.909,11.364,0.0,0.0,1819,male,0.72
Charlie,366,7.104,54.372,23.224,15.027,0.273,0.0,29561,male,0.87
Charlotte,1247,1.363,89.495,6.897,1.363,0.401,0.481,236130,female,1.0
Charmaine,146,2.74,58.904,27.397,8.904,1.37,0.685,32189,female,1.0
Chase,145,2.069,92.414,1.379,2.069,1.379,0.69,35081,male,1.0
Chasity,37,0.0,81.081,16.216,0.0,2.703,0.0,7067,female,1.0
Chastity,36,5.556,86.111,8.333,0.0,0.0,0.0,3372,female,1.0
Chau,99,0.0,2.02,0.0,97.98,0.0,0.0,610,male,0.52
Chauncey,33,0.0,51.515,45.455,3.03,0.0,0.0,242,male,0.93
Chee,30,3.333,0.0,3.333,93.333,0.0,0.0,2696,male,0.87
Chelsea,260,1.538,95.0,1.154,2.308,0.0,0.0,90601,female,1.0
Chelsey,51,0.0,100.0,0.0,0.0,0.0,0.0,15083,female,1.0
Chen,53,0.0,7.547,0.0,92.453,0.0,0.0,5719,male,0.64
Cheng,99,1.01,2.02,0.0,96.97,0.0,0.0,2415,male,0.75
Cheri,442,0.905,95.701,2.715,0.679,0.0,0.0,25273,female,1.0
Cherie,401,2.743,93.017,2.244,1.995,0.0,0.0,25386,female,1.0
Cherise,31,0.0,61.29,35.484,3.226,0.0,0.0,4165,female,1.0
Cherri,40,0.0,95.0,2.5,2.5,0.0,0.0,2316,female,0.99
Cherrie,34,2.941,73.529,14.706,8.824,0.0,0.0,4423,female,1.0
Cherry,85,1.176,63.529,11.765,20.0,2.353,1.176,38694,female,0.99
Cherryl,31,0.0,87.097,12.903,0.0,0.0,0.0,2793,female,1.0
Cheryl,5915,0.659,92.764,5.224,1.099,0.085,0.169,221373,female,1.0
Cheryle,63,1.587,92.063,4.762,1.587,0.0,0.0,2681,female,1.0
Cheryll,34,2.941,91.176,2.941,2.941,0.0,0.0,2333,female,1.0
Chester,406,0.739,85.714,8.867,4.187,0.493,0.0,14765,male,1.0
Chet,70,2.857,85.714,5.714,4.286,1.429,0.0,8444,male,1.0
Chetan,40,0.0,17.5,0.0,82.5,0.0,0.0,45864,male,1.0
